"NUTS2","Name","Amount"
"BE10","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest",28564
"BE21","Prov. Antwerpen",11762
"BE22","Prov. Limburg (BE)",4437
"BE23","Prov. Oost-Vlaanderen",9912
"BE24","Prov. Vlaams-Brabant",5793
"BE25","Prov. West-Vlaanderen",6914
"BE31","Prov. Brabant Wallon",1643
"BE32","Prov. Hainaut",8833
"BE33","Prov. Liège",7923
"BE34","Prov. Luxembourg (BE)",1411
"BE35","Prov. Namur",4078
