"NUTS0","Name","Amount"
"AT11","Burgenland",763
"AT12","Niederösterreich",4887
"AT13","Wien",21334
"AT21","Kärnten",1601
"AT22","Steiermark",3440
"AT31","Oberösterreich",3685
"AT32","Salzburg",2045
"AT33","Tirol",3013
"AT34","Vorarlberg",1917
