"NUTS1","Name","Amount"
"BE1","RÉGION DE BRUXELLES-CAPITALE / BRUSSELS HOOFDSTEDELIJK GEWEST",30826
"BE2","VLAAMS GEWEST",39521
"BE3","RÉGION WALLONNE",24042
